image_path,clip_id,athlete_id,session_id,frame_index,source_view
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000000.jpg,athlete01_session01_蛙,athlete01,session01,0,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000001.jpg,athlete01_session01_蛙,athlete01,session01,1,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000002.jpg,athlete01_session01_蛙,athlete01,session01,2,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000003.jpg,athlete01_session01_蛙,athlete01,session01,3,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000004.jpg,athlete01_session01_蛙,athlete01,session01,4,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000005.jpg,athlete01_session01_蛙,athlete01,session01,5,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000006.jpg,athlete01_session01_蛙,athlete01,session01,6,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000007.jpg,athlete01_session01_蛙,athlete01,session01,7,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000008.jpg,athlete01_session01_蛙,athlete01,session01,8,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000009.jpg,athlete01_session01_蛙,athlete01,session01,9,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000010.jpg,athlete01_session01_蛙,athlete01,session01,10,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000011.jpg,athlete01_session01_蛙,athlete01,session01,11,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000012.jpg,athlete01_session01_蛙,athlete01,session01,12,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000013.jpg,athlete01_session01_蛙,athlete01,session01,13,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000014.jpg,athlete01_session01_蛙,athlete01,session01,14,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000015.jpg,athlete01_session01_蛙,athlete01,session01,15,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000016.jpg,athlete01_session01_蛙,athlete01,session01,16,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000017.jpg,athlete01_session01_蛙,athlete01,session01,17,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000018.jpg,athlete01_session01_蛙,athlete01,session01,18,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000019.jpg,athlete01_session01_蛙,athlete01,session01,19,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000020.jpg,athlete01_session01_蛙,athlete01,session01,20,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000021.jpg,athlete01_session01_蛙,athlete01,session01,21,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000022.jpg,athlete01_session01_蛙,athlete01,session01,22,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000023.jpg,athlete01_session01_蛙,athlete01,session01,23,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000024.jpg,athlete01_session01_蛙,athlete01,session01,24,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000025.jpg,athlete01_session01_蛙,athlete01,session01,25,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000026.jpg,athlete01_session01_蛙,athlete01,session01,26,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000027.jpg,athlete01_session01_蛙,athlete01,session01,27,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000028.jpg,athlete01_session01_蛙,athlete01,session01,28,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000029.jpg,athlete01_session01_蛙,athlete01,session01,29,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000030.jpg,athlete01_session01_蛙,athlete01,session01,30,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000031.jpg,athlete01_session01_蛙,athlete01,session01,31,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000032.jpg,athlete01_session01_蛙,athlete01,session01,32,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000033.jpg,athlete01_session01_蛙,athlete01,session01,33,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000034.jpg,athlete01_session01_蛙,athlete01,session01,34,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000035.jpg,athlete01_session01_蛙,athlete01,session01,35,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000036.jpg,athlete01_session01_蛙,athlete01,session01,36,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000037.jpg,athlete01_session01_蛙,athlete01,session01,37,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000038.jpg,athlete01_session01_蛙,athlete01,session01,38,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000039.jpg,athlete01_session01_蛙,athlete01,session01,39,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000040.jpg,athlete01_session01_蛙,athlete01,session01,40,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000041.jpg,athlete01_session01_蛙,athlete01,session01,41,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000042.jpg,athlete01_session01_蛙,athlete01,session01,42,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000043.jpg,athlete01_session01_蛙,athlete01,session01,43,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000044.jpg,athlete01_session01_蛙,athlete01,session01,44,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000045.jpg,athlete01_session01_蛙,athlete01,session01,45,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000046.jpg,athlete01_session01_蛙,athlete01,session01,46,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000047.jpg,athlete01_session01_蛙,athlete01,session01,47,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000048.jpg,athlete01_session01_蛙,athlete01,session01,48,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000049.jpg,athlete01_session01_蛙,athlete01,session01,49,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000050.jpg,athlete01_session01_蛙,athlete01,session01,50,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000051.jpg,athlete01_session01_蛙,athlete01,session01,51,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000052.jpg,athlete01_session01_蛙,athlete01,session01,52,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000053.jpg,athlete01_session01_蛙,athlete01,session01,53,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000054.jpg,athlete01_session01_蛙,athlete01,session01,54,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000055.jpg,athlete01_session01_蛙,athlete01,session01,55,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000056.jpg,athlete01_session01_蛙,athlete01,session01,56,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000057.jpg,athlete01_session01_蛙,athlete01,session01,57,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000058.jpg,athlete01_session01_蛙,athlete01,session01,58,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000059.jpg,athlete01_session01_蛙,athlete01,session01,59,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000060.jpg,athlete01_session01_蛙,athlete01,session01,60,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000061.jpg,athlete01_session01_蛙,athlete01,session01,61,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000062.jpg,athlete01_session01_蛙,athlete01,session01,62,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000063.jpg,athlete01_session01_蛙,athlete01,session01,63,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000064.jpg,athlete01_session01_蛙,athlete01,session01,64,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000065.jpg,athlete01_session01_蛙,athlete01,session01,65,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000066.jpg,athlete01_session01_蛙,athlete01,session01,66,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000067.jpg,athlete01_session01_蛙,athlete01,session01,67,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000068.jpg,athlete01_session01_蛙,athlete01,session01,68,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000069.jpg,athlete01_session01_蛙,athlete01,session01,69,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000070.jpg,athlete01_session01_蛙,athlete01,session01,70,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000071.jpg,athlete01_session01_蛙,athlete01,session01,71,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000072.jpg,athlete01_session01_蛙,athlete01,session01,72,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000073.jpg,athlete01_session01_蛙,athlete01,session01,73,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000074.jpg,athlete01_session01_蛙,athlete01,session01,74,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000075.jpg,athlete01_session01_蛙,athlete01,session01,75,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000076.jpg,athlete01_session01_蛙,athlete01,session01,76,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000077.jpg,athlete01_session01_蛙,athlete01,session01,77,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000078.jpg,athlete01_session01_蛙,athlete01,session01,78,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000079.jpg,athlete01_session01_蛙,athlete01,session01,79,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000080.jpg,athlete01_session01_蛙,athlete01,session01,80,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000081.jpg,athlete01_session01_蛙,athlete01,session01,81,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000082.jpg,athlete01_session01_蛙,athlete01,session01,82,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000083.jpg,athlete01_session01_蛙,athlete01,session01,83,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000084.jpg,athlete01_session01_蛙,athlete01,session01,84,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000085.jpg,athlete01_session01_蛙,athlete01,session01,85,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000086.jpg,athlete01_session01_蛙,athlete01,session01,86,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000087.jpg,athlete01_session01_蛙,athlete01,session01,87,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000088.jpg,athlete01_session01_蛙,athlete01,session01,88,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000089.jpg,athlete01_session01_蛙,athlete01,session01,89,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000090.jpg,athlete01_session01_蛙,athlete01,session01,90,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000091.jpg,athlete01_session01_蛙,athlete01,session01,91,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000092.jpg,athlete01_session01_蛙,athlete01,session01,92,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000093.jpg,athlete01_session01_蛙,athlete01,session01,93,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000094.jpg,athlete01_session01_蛙,athlete01,session01,94,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000095.jpg,athlete01_session01_蛙,athlete01,session01,95,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000096.jpg,athlete01_session01_蛙,athlete01,session01,96,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000097.jpg,athlete01_session01_蛙,athlete01,session01,97,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000098.jpg,athlete01_session01_蛙,athlete01,session01,98,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000099.jpg,athlete01_session01_蛙,athlete01,session01,99,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000100.jpg,athlete01_session01_蛙,athlete01,session01,100,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000101.jpg,athlete01_session01_蛙,athlete01,session01,101,stitched
athlete01/session01/athlete01_session01_蛙/stitched/athlete01_session01_蛙_stitched_000102.jpg,athlete01_session01_蛙,athlete01,session01,102,stitched
